winery,wine,year,rating,rating_norm,price,price_group,region,body,acidity,quality_price_percent
Artadi,Vina El Pison,2012,4.6,0.5714285714285705,280.0,mid,Vino de Espana,4.0,2.0,47.08498023715415
Vega Sicilia,Unico,1973,4.6,0.5714285714285705,932.3,mid,Ribera del Duero,5.0,3.0,40.612648221343875
Bodega Contador (Benjamin Romeo),Contador Rioja,2014,4.6,0.5714285714285705,251.99,mid,Rioja,4.0,3.0,48.048418972332016
Bodegas San Roman,Cartago Paraje de Pozo,2014,4.6,0.5714285714285705,61.69,mid,Toro,5.0,3.0,81.54644268774703
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1996,4.6,0.5714285714285705,1372.14,high,Priorato,4.0,3.0,34.80392156862745
Bodega Numanthia,Termanthia,2014,4.6,0.5714285714285705,210.5,mid,Toro,5.0,3.0,50.444664031620555
Vega Sicilia,Valbuena 5o,1985,4.6,0.5714285714285705,285.0,mid,Ribera del Duero,5.0,3.0,46.96146245059288
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001,4.6,0.5714285714285705,245.75,mid,Ribera del Duero,5.0,3.0,48.49308300395257
Vega Sicilia,Valbuena 5o,1989,4.6,0.5714285714285705,228.57,mid,Ribera del Duero,5.0,3.0,49.530632411067195
Bodega Contador (Benjamin Romeo),Contador Rioja,2015,4.6,0.5714285714285705,319.9,mid,Rioja,4.0,3.0,45.57806324110672
Artadi,Vina El Pison,2005,4.6,0.5714285714285705,325.0,mid,Vino de Espana,4.0,2.0,45.405138339920946
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011,4.6,0.5714285714285705,345.0,mid,Priorato,4.0,3.0,45.20750988142292
Bodegas Mauro,VS,2018,4.6,0.5714285714285705,58.9,mid,Castilla y Leon,4.0,2.0,83.94268774703558
Remirez de Ganuza,Maria Remirez de Ganuza,2005,4.6,0.5714285714285705,159.0,mid,Rioja,4.0,3.0,55.31126482213439
Vinas del Vero,Blecua Somontano,2013,4.6,0.5714285714285705,69.9,mid,Somontano,4.0,3.0,76.55632411067194
Vega Sicilia,Unico Reserva Especial Edicion,1989,4.6,0.5714285714285705,895.4,mid,Ribera del Duero,5.0,3.0,40.83498023715415
Teso La Monja,Alabaster,2017,4.6,0.5714285714285705,147.85,mid,Toro,5.0,3.0,56.59584980237153
Bodegas Mauro,Terreus Paraje de Cueva Baja,2018,4.6,0.5714285714285705,88.05,mid,Castilla y Leon,4.0,2.0,68.35474308300395
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997,4.6,0.5714285714285705,1080.0,high,Priorato,4.0,3.0,59.80392156862745
Marques de Riscal,Frank Gehry Selection,2001,4.6,0.5714285714285705,301.0,mid,Rioja,4.0,2.0,46.2203557312253
Artadi,Vina El Pison,2014,4.6,0.5714285714285705,275.0,mid,Vino de Espana,4.0,2.0,47.208498023715414
Vega Sicilia,Unico,1967,4.6,0.5714285714285705,1106.24,high,Ribera del Duero,5.0,3.0,55.88235294117647
Arzuaga,Amaya Arzuaga (Coleccion),2016,4.6,0.5714285714285705,64.9,mid,Ribera del Duero,5.0,3.0,79.5701581027668
Dominio de Pingus,Pingus,2000,4.6,0.5714285714285705,1503.0,high,Ribera del Duero,5.0,3.0,25.49019607843137
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995,4.6,0.5714285714285705,1372.14,high,Priorato,4.0,3.0,34.80392156862745
Artadi,Vina El Pison,2015,4.6,0.5714285714285705,241.55,mid,Vino de Espana,4.0,2.0,48.740118577075094
Bodegas Mas Alta,La Creu Alta,2013,4.6,0.5714285714285705,89.17,mid,Priorato,4.0,3.0,68.05830039525691
Vega Sicilia,Unico,1975,4.6,0.5714285714285705,769.9,mid,Ribera del Duero,5.0,3.0,41.72430830039526
Dominio de Calogia,Tinto,2019,4.6,0.5714285714285705,67.94,mid,Ribera del Duero,5.0,3.0,77.8903162055336
Tomas Postigo,5o Ano Ribera del Duero Tinto,2016,4.6,0.5714285714285705,44.0,low,Ribera del Duero,5.0,3.0,54.64467005076143
Artadi,Vina El Pison,2009,4.6,0.5714285714285705,445.0,mid,Vino de Espana,4.0,2.0,43.45355731225297
Cal Pla,Planots Priorat,2010,4.6,0.5714285714285705,87.02,mid,Priorato,4.0,3.0,68.65118577075098
Vega Sicilia,Unico Reserva Especial Edicion,2009,4.6,0.5714285714285705,747.17,mid,Ribera del Duero,5.0,3.0,41.773715415019765
Dominio del Bendito,El Titan del Bendito,2018,4.6,0.5714285714285705,49.95,low,Toro,5.0,3.0,49.82233502538071
Ossian,Capitel,2018,4.6,0.5714285714285705,50.51,mid,Castilla y Leon,3.0,3.0,89.89624505928853
Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,0.5714285714285705,157.4,mid,Ribera del Duero,5.0,3.0,55.55830039525691
Alto Moncayo,Aquilon Garnacha,2015,4.6,0.5714285714285705,120.9,mid,Campo de Borja,5.0,3.0,60.62252964426877
Dominio de Pingus,Pingus,1996,4.6,0.5714285714285705,1746.94,high,Ribera del Duero,5.0,3.0,19.6078431372549
Cepa 21,Horcajo,2015,4.6,0.5714285714285705,75.3,mid,Ribera del Duero,5.0,3.0,73.59189723320159
Carmelo Rodero,Pago De Valtarrena,2018,4.6,0.5714285714285705,47.5,low,Ribera del Duero,5.0,3.0,52.25888324873096
Vega Sicilia,Unico,2012,4.6,0.5714285714285705,359.9,mid,Ribera del Duero,5.0,3.0,44.787549407114625
Bodegas Vilano,Tinto,2019,4.6,0.5714285714285705,43.5,low,Ribera del Duero,5.0,3.0,55.45685279187818
Allende,Aurus,2005,4.6,0.5714285714285705,136.0,mid,Rioja,4.0,3.0,58.07806324110671
Costers del Siurana,Dolc de L'Obac,2006,4.6,0.5714285714285705,117.239420060872,mid,Priorato,4.0,3.0,61.38833992094861
Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,0.5714285714285705,135.0,mid,Ribera del Duero,5.0,3.0,58.275691699604735
Remirez de Ganuza,Trasnocho,2013,4.6,0.5714285714285705,82.5,mid,Rioja,4.0,3.0,70.15810276679841
Bodegas Roda,Cirsion Rioja,2017,4.6,0.5714285714285705,149.9,mid,Rioja,4.0,3.0,56.299407114624515
Teso La Monja,Tinto,2008,4.6,0.5714285714285705,1260.0,high,Toro,5.0,3.0,43.13725490196079
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,0.5714285714285705,59.0,mid,Ribera del Duero,5.0,3.0,83.59683794466403
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,0.5714285714285705,82.5,mid,Ribera del Duero,5.0,3.0,70.15810276679841
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,0.5714285714285705,195.0,mid,Rioja,4.0,3.0,51.80335968379446
Vega Sicilia,Valbuena 5o,1980,4.6,0.5714285714285705,195.0,mid,Ribera del Duero,5.0,3.0,51.80335968379446
Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,0.5714285714285705,54.5,mid,Ribera del Duero,5.0,3.0,87.25296442687747
Hacienda Monasterio,Reserva Especial,2015,4.6,0.5714285714285705,79.1,mid,Ribera del Duero,5.0,3.0,71.76383399209486
Mas d'en Gil,Gran Buig Priorat,2004,4.6,0.5714285714285705,272.0,mid,Priorato,4.0,3.0,47.33201581027668
Castillo Perelada,Finca Garbet,2014,4.6,0.5714285714285705,99.0,mid,Emporda,4.0,3.0,64.57509881422925
Osborne,Solera India Oloroso Rare Sherry,,4.6,0.5714285714285705,189.99,mid,Jerez-Xeres-Sherry,4.0,3.0,52.4703557312253
Emilio Moro,Clon De La Familia,2011,4.6,0.5714285714285705,317.63,mid,Ribera del Duero,5.0,3.0,45.701581027667984
Sierra Cantabria,Amancio,2007,4.6,0.5714285714285705,399.6,mid,Rioja,4.0,3.0,43.99703557312253
Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,0.5714285714285705,701.05,mid,Montilla-Moriles,5.0,1.0,41.87252964426877
Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,0.5714285714285705,74.9,mid,Cava,2.0,3.0,74.62944664031622
Clos Erasmus,Priorat,2008,4.6,0.5714285714285705,654.31,mid,Priorato,4.0,3.0,42.31719367588933
Vega Sicilia,Valbuena 5o,1983,4.6,0.5714285714285705,247.75,mid,Ribera del Duero,5.0,3.0,48.44367588932806
Toro Albala,Don PX Seleccion,1965,4.6,0.5714285714285705,144.99,mid,Montilla-Moriles,5.0,1.0,57.0899209486166
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,0.5714285714285705,945.0,mid,Priorato,4.0,3.0,40.4397233201581
Hacienda Monasterio,Reserva,2017,4.6,0.5714285714285705,50.0,low,Ribera del Duero,5.0,3.0,49.46700507614214
Ysios,Finca Las Naves,2016,4.6,0.5714285714285705,126.64,mid,Rioja,4.0,3.0,59.21442687747036
Marques de Grinon,AAA,2008,4.6,0.5714285714285705,162.38,mid,Dominio de Valdepusa,4.0,3.0,54.91600790513833
Contino,Vina del Olivo,2001,4.6,0.5714285714285705,81.0,mid,Rioja,4.0,3.0,70.57806324110672
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,0.5714285714285705,2750.0,high,Priorato,4.0,3.0,16.176470588235293
Marques de Murrieta,Dalmau Rioja,2001,4.6,0.5714285714285705,121.0,mid,Rioja,4.0,3.0,60.54841897233201
Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,0.5714285714285705,355.95,mid,Priorato,4.0,3.0,44.83695652173913
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,0.5714285714285705,164.66,mid,Cava,2.0,3.0,54.76778656126482
Alto Moncayo,Aquilon Garnacha,2016,4.6,0.5714285714285705,120.9,mid,Campo de Borja,5.0,3.0,60.62252964426877
Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,0.5714285714285705,218.9,mid,Ribera del Duero,5.0,3.0,49.876482213438734
Hacienda Solano,Pena Lobera,2016,4.6,0.5714285714285705,65.95,mid,Ribera del Duero,5.0,3.0,78.53260869565217
Bodegas Mas Alta,La Creu Alta,2014,4.6,0.5714285714285705,86.0,mid,Priorato,4.0,3.0,68.84881422924902
Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,0.5714285714285705,34.5,low,Ribeiro,4.0,3.0,68.32487309644671
Anima Negra,Son Negre,2007,4.6,0.5714285714285705,282.65,mid,Mallorca,4.0,3.0,47.01086956521739
Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,0.5714285714285705,259.9,mid,Priorato,4.0,3.0,47.801383399209485
Vega Sicilia,Unico,1961,4.6,0.5714285714285705,1099.28,high,Ribera del Duero,5.0,3.0,56.86274509803921
Castano,Casa Cisca Monastrell,2016,4.6,0.5714285714285705,35.0,low,Yecla,5.0,3.0,66.80203045685279
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,0.5714285714285705,269.95,mid,Bierzo,3.0,3.0,47.55434782608695
La Legua,Capricho,2014,4.6,0.5714285714285705,27.2693427,low,Cigales,4.0,3.0,79.41624365482234
Dominio de Pingus,Pingus,2018,4.6,0.5714285714285705,1250.0,high,Ribera del Duero,5.0,3.0,45.588235294117645
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,0.5714285714285705,52.95,mid,Rioja,4.0,3.0,88.46343873517786
Oxer Wines,Kalamity Rioja,2018,4.6,0.5714285714285705,114.95,mid,Rioja,4.0,3.0,61.88241106719368
Bodegas Yuste,Conde de Aldama Amontillado,,4.6,0.5714285714285705,89.9,mid,Jerez-Xeres-Sherry,4.0,3.0,67.78656126482214
Vega Sicilia,Valbuena 5o,1979,4.6,0.5714285714285705,195.0,mid,Ribera del Duero,5.0,3.0,51.80335968379446
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,0.5714285714285705,29.35,low,Utiel-Requena,4.0,3.0,76.21827411167513
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,0.5714285714285705,79.9,mid,Rioja,4.0,3.0,71.39328063241106
Matarromera,Ribera del Duero Prestigio,2016,4.6,0.5714285714285705,53.95,mid,Ribera del Duero,5.0,3.0,87.69762845849802
Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,0.5714285714285705,26.2,low,Ribeiro,4.0,3.0,80.98984771573605
Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,0.5714285714285705,270.44,mid,Priorato,4.0,3.0,47.40612648221344
Artadi,La Poza de Ballesteros,2009,4.6,0.5714285714285705,187.5,mid,Vino de Espana,4.0,2.0,52.84090909090908
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,0.5714285714285705,210.0,mid,Rioja,4.0,3.0,50.51877470355731
Hacienda Monasterio,Reserva Especial,2016,4.6,0.5714285714285705,85.63,mid,Ribera del Duero,5.0,3.0,69.14525691699605
Artadi,Vina El Pison,2017,4.6,0.5714285714285705,304.54,mid,Vino de Espana,4.0,2.0,46.072134387351774
Vall Llach,Idus,2020,4.6,0.5714285714285705,34.3,low,Priorato,4.0,3.0,68.65482233502537
Clos Erasmus,Priorat,2003,4.6,0.5714285714285705,993.28,mid,Priorato,4.0,3.0,40.16798418972332
Sierra Cantabria,Amancio,2017,4.6,0.5714285714285705,85.95,mid,Rioja,4.0,3.0,68.92292490118577
Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,0.5714285714285705,12.0,low,Navarra,4.0,3.0,97.41116751269035
Emilio Moro,Clon De La Familia,2015,4.6,0.5714285714285705,249.9,mid,Ribera del Duero,5.0,3.0,48.19664031620553
Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,0.5714285714285705,1238.43,high,Ribera del Duero,5.0,3.0,47.05882352941176
Sierra Cantabria,Finca el Bosque,2002,4.6,0.5714285714285705,128.0,mid,Rioja,4.0,3.0,59.066205533596836
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,0.5714285714285705,135.5,mid,Bierzo,3.0,3.0,58.176877470355734
Ukan Winery,Tinto,2019,4.6,0.5714285714285705,40.5,low,Rioja Alavesa,4.0,3.0,57.741116751269026
Finca Moncloa,Tintilla de Rota,2017,4.6,0.5714285714285705,43.1,low,Cadiz,4.0,3.0,55.81218274111674
Bodegas Mas Alta,La Creu Alta,2017,4.6,0.5714285714285705,85.0,mid,Priorato,4.0,3.0,69.36758893280633
Vina Real,Rioja Gran Reserva,1986,4.6,0.5714285714285705,123.0,mid,Rioja,4.0,3.0,60.301383399209485
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,0.5714285714285705,106.35,mid,Ribera del Duero,5.0,3.0,63.46343873517786
Toro Albala,Don PX Seleccion,1962,4.6,0.5714285714285705,207.0,mid,Montilla-Moriles,5.0,1.0,50.716403162055336
Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,0.5714285714285705,75.95,mid,Vino de Espana,3.0,3.0,73.14723320158103
Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,0.5714285714285705,185.3,mid,Ribera del Duero,5.0,3.0,52.93972332015811
Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,0.5714285714285705,205.95,mid,Priorato,4.0,3.0,50.815217391304344
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,0.5714285714285705,40.45,low,Ribera del Duero,5.0,3.0,57.89340101522843
Artadi,El Carretil,2017,4.6,0.5714285714285705,176.89,mid,Vino de Espana,4.0,2.0,53.53260869565217
Huerta de Albala,Taberner No. 1,2013,4.6,0.5714285714285705,79.9,mid,Cadiz,4.0,3.0,71.39328063241106
Gomez Cruzado,Vina Motulleri,2011,4.6,0.5714285714285705,79.0,mid,Rioja,4.0,3.0,71.81324110671936
Castell d'Encus,Saktih,2013,4.6,0.5714285714285705,195.27,mid,Costers del Segre,4.0,3.0,51.60573122529644
Abadia Retuerta,Cuvee Palomar,2017,4.6,0.5714285714285705,58.9,mid,Sardon de Duero,4.0,3.0,83.94268774703558
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,0.5714285714285705,1660.0,high,Priorato,4.0,3.0,21.568627450980394
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,0.5714285714285705,111.9,mid,Ribera del Duero,5.0,3.0,62.47529644268774
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,0.5714285714285705,29.95,low,Utiel-Requena,4.0,3.0,75.15228426395939
Enate,Uno Tinto,2010,4.6,0.5714285714285705,129.9,mid,Somontano,4.0,3.0,59.016798418972336
Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,0.5714285714285705,69.95,mid,Rioja,4.0,3.0,76.33399209486166
Mas Doix,1903 Centenary Grenache,2016,4.6,0.5714285714285705,299.0,mid,Priorato,4.0,3.0,46.36857707509881
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,0.5714285714285705,3119.08,high,Bierzo,4.0,3.0,12.745098039215685
Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,0.5714285714285705,99.95,mid,Campo de Borja,4.0,3.0,64.25395256916995
Telmo Rodriguez,Molino Real,2016,4.6,0.5714285714285705,41.69,low,Malaga,4.0,3.0,56.92893401015229
Anima Negra,Son Negre,2004,4.6,0.5714285714285705,374.35,mid,Mallorca,4.0,3.0,44.49110671936759
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,0.5714285714285705,46.45,low,Ribera del Duero,5.0,3.0,52.99492385786802
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,0.5714285714285705,2750.0,high,Priorato,4.0,3.0,16.176470588235293
Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,0.5714285714285705,42.5,low,Priorato,4.0,3.0,56.24365482233502
Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,0.5714285714285705,95.0,mid,Ribera del Duero,5.0,3.0,65.61264822134387
Osborne,Solera BC-200,,4.6,0.5714285714285705,197.3,mid,Jerez-Xeres-Sherry,4.0,3.0,51.259881422924906
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,0.5714285714285705,130.0,mid,Cataluna,2.0,3.0,58.89328063241106
Toro Albala,Don PX Pedro Ximenez,1968,4.6,0.5714285714285705,181.5,mid,Montilla-Moriles,5.0,1.0,53.18675889328064
Pago de Carraovejas,Tinto,2016,4.5,0.4285714285714282,29.8,low,Ribera del Duero,5.0,3.0,73.65482233502539
Alion,Ribera del Duero,2013,4.5,0.4285714285714282,73.0,mid,Ribera del Duero,5.0,3.0,66.699604743083
Alion,Ribera del Duero,2014,4.5,0.4285714285714282,56.27,mid,Ribera del Duero,5.0,3.0,76.6798418972332
Pintia,Toro,2014,4.5,0.4285714285714282,69.0,mid,Toro,5.0,3.0,68.08300395256917
Pago de Carraovejas,Tinto,2018,4.5,0.4285714285714282,45.0,low,Ribera del Duero,5.0,3.0,51.67512690355329
Alion,Ribera del Duero,2015,4.5,0.4285714285714282,75.0,mid,Ribera del Duero,5.0,3.0,65.16798418972331
Pintia,Toro,2015,4.5,0.4285714285714282,69.8,mid,Toro,5.0,3.0,67.76185770750989
Pago de Carraovejas,Tinto,2017,4.5,0.4285714285714282,121.936825872994,mid,Ribera del Duero,5.0,3.0,51.45750988142292
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,0.4285714285714282,78.65,mid,Ribera del Duero,5.0,3.0,63.09288537549407
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,0.4285714285714282,400.0,mid,Rioja,4.0,3.0,35.00494071146245
La Rioja Alta,Gran Reserva 890,2005,4.5,0.4285714285714282,125.0,mid,Rioja,4.0,3.0,50.8399209486166
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,0.4285714285714282,229.0,mid,Rioja,4.0,3.0,40.43972332015811
Pintia,Toro,2016,4.5,0.4285714285714282,40.41,low,Toro,5.0,3.0,55.78680203045685
Dominio de Pingus,Flor de Pingus,2016,4.5,0.4285714285714282,101.94,mid,Ribera del Duero,5.0,3.0,54.965415019762844
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,0.4285714285714282,172.5,mid,Ribera del Duero,5.0,3.0,45.083992094861664
Bodegas El Nido,Clio,2015,4.5,0.4285714285714282,33.2,low,Jumilla,4.0,3.0,68.52791878172589
Dominio de Pingus,Flor de Pingus,2014,4.5,0.4285714285714282,125.0,mid,Ribera del Duero,5.0,3.0,50.8399209486166
Dominio de Pingus,Flor de Pingus,2010,4.5,0.4285714285714282,125.0,mid,Ribera del Duero,5.0,3.0,50.8399209486166
Dominio de Pingus,Flor de Pingus,2015,4.5,0.4285714285714282,125.0,mid,Ribera del Duero,5.0,3.0,50.8399209486166
Bodegas El Nido,Clio,2016,4.5,0.4285714285714282,31.75,low,Jumilla,4.0,3.0,71.34517766497461
Bodegas El Nido,Clio,2017,4.5,0.4285714285714282,39.5,low,Jumilla,4.0,3.0,57.61421319796954
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,0.4285714285714282,64.0,mid,Ribera del Duero,5.0,3.0,71.19565217391303
Pago de Carraovejas,Tinto,2019,4.5,0.4285714285714282,33.8,low,Ribera del Duero,5.0,3.0,67.46192893401015
Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,0.4285714285714282,58.95,mid,Rioja,4.0,3.0,74.82707509881423
Aalto,Tinto,2018,4.5,0.4285714285714282,33.25,low,Ribera del Duero,5.0,3.0,68.42639593908629
Bodegas El Nido,Clio,2018,4.5,0.4285714285714282,61.8491765262698,mid,Jumilla,4.0,3.0,72.55434782608697
Alto Moncayo,Garnacha,2017,4.5,0.4285714285714282,44.27,low,Campo de Borja,5.0,3.0,52.233502538071065
Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,0.4285714285714282,45.9,low,Ribera del Duero,5.0,3.0,51.192893401015226
Vega Sicilia,Valbuena 5o,2003,4.5,0.4285714285714282,239.2,mid,Ribera del Duero,5.0,3.0,39.99505928853755
Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,0.4285714285714282,68.9,mid,Rioja,4.0,3.0,68.40415019762847
Alion,Ribera del Duero,2003,4.5,0.4285714285714282,164.0,mid,Ribera del Duero,5.0,3.0,45.87450592885375
Belondrade,Belondrade y Lurton,2018,4.5,0.4285714285714282,32.85,low,Rueda,3.0,3.0,69.44162436548224
Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,0.4285714285714282,40.95,low,Ribera del Duero,5.0,3.0,55.05076142131979
Pago de Carraovejas,Reserva,2014,4.5,0.4285714285714282,69.5803235920536,mid,Ribera del Duero,5.0,3.0,67.86067193675889
Dominio de Pingus,Flor de Pingus,2017,4.5,0.4285714285714282,110.0,mid,Ribera del Duero,5.0,3.0,53.80434782608696
Remirez de Ganuza,Rioja Reserva,2012,4.5,0.4285714285714282,49.75,low,Rioja,4.0,3.0,48.09644670050761
Muga,Prado Enea Gran Reserva,2014,4.5,0.4285714285714282,51.0,mid,Rioja,4.0,3.0,80.75592885375494
Remirez de Ganuza,Rioja Reserva,2011,4.5,0.4285714285714282,59.9,mid,Rioja,4.0,3.0,73.86363636363636
La Rioja Alta,Gran Reserva 890,2004,4.5,0.4285714285714282,290.7,mid,Rioja,4.0,3.0,37.77173913043478
Belondrade,Belondrade y Lurton,2019,4.5,0.4285714285714282,37.7,low,Rueda,3.0,3.0,60.329949238578685
Clos Mogador,Priorat,2015,4.5,0.4285714285714282,146.95,mid,Priorato,4.0,3.0,47.702569169960476
Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,,4.5,0.4285714285714282,68.9,mid,Jerez Pedro Ximenes (PX),5.0,1.0,68.40415019762847
Muga,Torre Muga,2016,4.5,0.4285714285714282,70.5,mid,Rioja,4.0,3.0,67.21837944664031
Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,0.4285714285714282,64.0,mid,Rioja,4.0,3.0,71.19565217391303
Bodega Numanthia,Termanthia,2010,4.5,0.4285714285714282,168.0,mid,Toro,5.0,3.0,45.4298418972332
Emilio Moro,Malleolus de Valderramiro,2011,4.5,0.4285714285714282,173.95,mid,Ribera del Duero,5.0,3.0,44.93577075098814
Clos Mogador,Priorat,2017,4.5,0.4285714285714282,65.0,mid,Priorato,4.0,3.0,70.33102766798419
Marques de Murrieta,Dalmau Rioja,2014,4.5,0.4285714285714282,67.6,mid,Rioja,4.0,3.0,69.19466403162056
Hacienda Monasterio,Reserva,2015,4.5,0.4285714285714282,53.95,mid,Ribera del Duero,5.0,3.0,78.75494071146245
Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,0.4285714285714282,42.95,low,Ribera del Duero,5.0,3.0,53.68020304568528
La Rioja Alta,Gran Reserva 890,1995,4.5,0.4285714285714282,127.23,mid,Rioja,4.0,3.0,50.172924901185766
Bodegas El Nido,Clio,2019,4.5,0.4285714285714282,47.3,low,Jumilla,4.0,3.0,50.20304568527918
Muga,Aro,2015,4.5,0.4285714285714282,169.4,mid,Rioja,4.0,3.0,45.331027667984195
Remirez de Ganuza,Gran Reserva,2007,4.5,0.4285714285714282,121.838963251908,mid,Rioja,4.0,3.0,51.50691699604744
Senorio de San Vicente,San Vicente Rioja,2017,4.5,0.4285714285714282,34.8,low,Rioja,4.0,3.0,65.68527918781726
Carmelo Rodero,Ribera del Duero TSM,2017,4.5,0.4285714285714282,55.35,mid,Ribera del Duero,5.0,3.0,77.19861660079052
Vina Sastre,Pago de Santa Cruz,2016,4.5,0.4285714285714282,75.95,mid,Ribera del Duero,5.0,3.0,64.20454545454545
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,0.4285714285714282,48.7,low,Ribera del Duero,5.0,3.0,49.18781725888325
Remirez de Ganuza,Trasnocho,2012,4.5,0.4285714285714282,118.89,mid,Rioja,4.0,3.0,52.248023715415016
Costers del Siurana,Clos de L'Obac,2005,4.5,0.4285714285714282,92.8716274104906,mid,Priorato,4.0,3.0,57.46047430830039
